"Column Name","Label"
"S1902_C01_005M","Number!!Margin of Error!!All households!!With interest, dividends, or net rental income"
"S1902_C01_005MA","Annotation of Number!!Margin of Error!!All households!!With interest, dividends, or net rental income"
"S1902_C02_005E","Percent Distribution!!Estimate!!All households!!With interest, dividends, or net rental income"
"S1902_C02_005EA","Annotation of Percent Distribution!!Estimate!!All households!!With interest, dividends, or net rental income"
"S1902_C02_005M","Percent Distribution!!Margin of Error!!All households!!With interest, dividends, or net rental income"
"S1902_C02_005MA","Annotation of Percent Distribution!!Margin of Error!!All households!!With interest, dividends, or net rental income"
"S1902_C03_005E","Mean income (dollars)!!Estimate!!All households!!With interest, dividends, or net rental income"
"S1902_C03_005EA","Annotation of Mean income (dollars)!!Estimate!!All households!!With interest, dividends, or net rental income"
"S1902_C03_005M","Mean income (dollars)!!Margin of Error!!All households!!With interest, dividends, or net rental income"
"S1902_C03_005MA","Annotation of Mean income (dollars)!!Margin of Error!!All households!!With interest, dividends, or net rental income"
"S1902_C01_006E","Number!!Estimate!!All households!!With Social Security income"
"S1902_C01_006EA","Annotation of Number!!Estimate!!All households!!With Social Security income"
"S1902_C01_006M","Number!!Margin of Error!!All households!!With Social Security income"
"S1902_C01_006MA","Annotation of Number!!Margin of Error!!All households!!With Social Security income"
"S1902_C02_006E","Percent Distribution!!Estimate!!All households!!With Social Security income"
"S1902_C02_006M","Percent Distribution!!Margin of Error!!All households!!With Social Security income"
"S1902_C02_006MA","Annotation of Percent Distribution!!Margin of Error!!All households!!With Social Security income"
"S1902_C02_006EA","Annotation of Percent Distribution!!Estimate!!All households!!With Social Security income"
"S1902_C03_006E","Mean income (dollars)!!Estimate!!All households!!With Social Security income"
"S1902_C03_006EA","Annotation of Mean income (dollars)!!Estimate!!All households!!With Social Security income"
"S1902_C03_006M","Mean income (dollars)!!Margin of Error!!All households!!With Social Security income"
"S1902_C03_006MA","Annotation of Mean income (dollars)!!Margin of Error!!All households!!With Social Security income"
"S1902_C01_007E","Number!!Estimate!!All households!!With Supplemental Security Income (SSI)"
"S1902_C01_007EA","Annotation of Number!!Estimate!!All households!!With Supplemental Security Income (SSI)"
"S1902_C01_007M","Number!!Margin of Error!!All households!!With Supplemental Security Income (SSI)"
"S1902_C01_007MA","Annotation of Number!!Margin of Error!!All households!!With Supplemental Security Income (SSI)"
"S1902_C02_007E","Percent Distribution!!Estimate!!All households!!With Supplemental Security Income (SSI)"
"S1902_C02_007M","Percent Distribution!!Margin of Error!!All households!!With Supplemental Security Income (SSI)"
"S1902_C02_007MA","Annotation of Percent Distribution!!Margin of Error!!All households!!With Supplemental Security Income (SSI)"
"S1902_C02_007EA","Annotation of Percent Distribution!!Estimate!!All households!!With Supplemental Security Income (SSI)"
"S1902_C03_007E","Mean income (dollars)!!Estimate!!All households!!With Supplemental Security Income (SSI)"
"S1902_C03_007M","Mean income (dollars)!!Margin of Error!!All households!!With Supplemental Security Income (SSI)"
"S1902_C03_007MA","Annotation of Mean income (dollars)!!Margin of Error!!All households!!With Supplemental Security Income (SSI)"
"S1902_C03_007EA","Annotation of Mean income (dollars)!!Estimate!!All households!!With Supplemental Security Income (SSI)"
"S1902_C01_008E","Number!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C01_008EA","Annotation of Number!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C01_008M","Number!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C01_008MA","Annotation of Number!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C02_008E","Percent Distribution!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C02_008M","Percent Distribution!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C02_008MA","Annotation of Percent Distribution!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C02_008EA","Annotation of Percent Distribution!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C03_008E","Mean income (dollars)!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C03_008M","Mean income (dollars)!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C03_008MA","Annotation of Mean income (dollars)!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C03_008EA","Annotation of Mean income (dollars)!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP"
"S1902_C01_009E","Number!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C01_009EA","Annotation of Number!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C01_009M","Number!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C01_009MA","Annotation of Number!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C02_009E","Percent Distribution!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C02_009M","Percent Distribution!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C02_009MA","Annotation of Percent Distribution!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C02_009EA","Annotation of Percent Distribution!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C03_009E","Mean income (dollars)!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C03_009M","Mean income (dollars)!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C03_009MA","Annotation of Mean income (dollars)!!Margin of Error!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C03_009EA","Annotation of Mean income (dollars)!!Estimate!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance"
"S1902_C01_010E","Number!!Estimate!!All households!!With retirement income"
"S1902_C01_010EA","Annotation of Number!!Estimate!!All households!!With retirement income"
"S1902_C01_010M","Number!!Margin of Error!!All households!!With retirement income"
"S1902_C01_010MA","Annotation of Number!!Margin of Error!!All households!!With retirement income"
"S1902_C02_010E","Percent Distribution!!Estimate!!All households!!With retirement income"
"S1902_C02_010EA","Annotation of Percent Distribution!!Estimate!!All households!!With retirement income"
"S1902_C02_010M","Percent Distribution!!Margin of Error!!All households!!With retirement income"
"S1902_C02_010MA","Annotation of Percent Distribution!!Margin of Error!!All households!!With retirement income"
"S1902_C03_010E","Mean income (dollars)!!Estimate!!All households!!With retirement income"
"S1902_C03_010EA","Annotation of Mean income (dollars)!!Estimate!!All households!!With retirement income"
"S1902_C03_010M","Mean income (dollars)!!Margin of Error!!All households!!With retirement income"
"S1902_C03_010MA","Annotation of Mean income (dollars)!!Margin of Error!!All households!!With retirement income"
"S1902_C01_011E","Number!!Estimate!!All households!!With other types of income"
"S1902_C01_011EA","Annotation of Number!!Estimate!!All households!!With other types of income"
"S1902_C01_011M","Number!!Margin of Error!!All households!!With other types of income"
"S1902_C01_011MA","Annotation of Number!!Margin of Error!!All households!!With other types of income"
"S1902_C02_011E","Percent Distribution!!Estimate!!All households!!With other types of income"
"S1902_C02_011M","Percent Distribution!!Margin of Error!!All households!!With other types of income"
"S1902_C02_011MA","Annotation of Percent Distribution!!Margin of Error!!All households!!With other types of income"
"S1902_C02_011EA","Annotation of Percent Distribution!!Estimate!!All households!!With other types of income"
"S1902_C03_011E","Mean income (dollars)!!Estimate!!All households!!With other types of income"
"S1902_C03_011EA","Annotation of Mean income (dollars)!!Estimate!!All households!!With other types of income"
"S1902_C03_011M","Mean income (dollars)!!Margin of Error!!All households!!With other types of income"
"S1902_C03_011MA","Annotation of Mean income (dollars)!!Margin of Error!!All households!!With other types of income"
"S1902_C01_012E","Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C01_012EA","Annotation of Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C01_012M","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C01_012MA","Annotation of Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C02_012E","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C02_012M","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C02_012MA","Annotation of Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C02_012EA","Annotation of Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C03_012E","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C03_012M","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C03_012MA","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C03_012EA","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families"
"S1902_C01_013E","Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C01_013M","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C01_013MA","Annotation of Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C01_013EA","Annotation of Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C02_013E","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C02_013M","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C02_013MA","Annotation of Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C02_013EA","Annotation of Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C03_013E","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C03_013M","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C03_013MA","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C03_013EA","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers"
"S1902_C01_014E","Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C01_014M","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C01_014MA","Annotation of Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C01_014EA","Annotation of Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C02_014E","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C02_014M","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C02_014MA","Annotation of Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C02_014EA","Annotation of Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C03_014E","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C03_014M","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C03_014MA","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C03_014EA","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker"
"S1902_C01_015E","Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C01_015M","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C01_015MA","Annotation of Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C01_015EA","Annotation of Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C02_015E","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C02_015EA","Annotation of Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C02_015M","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C02_015MA","Annotation of Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C03_015E","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C03_015EA","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C03_015M","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C03_015MA","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked"
"S1902_C01_016E","Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C01_016EA","Annotation of Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C01_016M","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C01_016MA","Annotation of Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C02_016E","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C02_016EA","Annotation of Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C02_016M","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C02_016MA","Annotation of Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C03_016E","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C03_016EA","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C03_016M","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C03_016MA","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other"
"S1902_C01_017E","Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C01_017EA","Annotation of Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C01_017M","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C01_017MA","Annotation of Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C02_017E","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C02_017M","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C02_017MA","Annotation of Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C02_017EA","Annotation of Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C03_017E","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C03_017M","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C03_017MA","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C03_017EA","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked"
"S1902_C01_018E","Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C01_018M","Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C01_018MA","Annotation of Number!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C01_018EA","Annotation of Number!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C02_018E","Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C02_018M","Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C02_018MA","Annotation of Percent Distribution!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C02_018EA","Annotation of Percent Distribution!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C03_018E","Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C03_018M","Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C03_018MA","Annotation of Mean income (dollars)!!Margin of Error!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C03_018EA","Annotation of Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other"
"S1902_C01_019E","Number!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C01_019M","Number!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C01_019MA","Annotation of Number!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C01_019EA","Annotation of Number!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C02_019E","Percent Distribution!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C02_019M","Percent Distribution!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C02_019MA","Annotation of Percent Distribution!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C02_019EA","Annotation of Percent Distribution!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C03_019E","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C03_019M","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C03_019MA","Annotation of Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C03_019EA","Annotation of Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population"
"S1902_C01_020E","Number!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
"S1902_C01_020M","Number!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
"S1902_C01_020MA","Annotation of Number!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
"S1902_C01_020EA","Annotation of Number!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
"S1902_C02_020E","Percent Distribution!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
"S1902_C02_020EA","Annotation of Percent Distribution!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
"S1902_C02_020M","Percent Distribution!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
"S1902_C02_020MA","Annotation of Percent Distribution!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
"S1902_C03_020E","Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
"S1902_C03_020M","Mean income (dollars)!!Margin of Error!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White"
