"Column Name","Label"
"S2502_C01_007M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Some other race"
"S2502_C01_007MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Some other race"
"S2502_C01_007EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Some other race"
"S2502_C01_008E","Estimate!!Occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2502_C01_008M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2502_C01_008MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2502_C01_008EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2502_C01_009E","Estimate!!Occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin"
"S2502_C01_009M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin"
"S2502_C01_009MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin"
"S2502_C01_009EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin"
"S2502_C01_010E","Estimate!!Occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2502_C01_010EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2502_C01_010M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2502_C01_010MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2502_C01_011E","Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!Under 35 years"
"S2502_C01_011EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!Under 35 years"
"S2502_C01_011M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!Under 35 years"
"S2502_C01_011MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!Under 35 years"
"S2502_C01_012E","Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!35 to 44 years"
"S2502_C01_012EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!35 to 44 years"
"S2502_C01_012M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!35 to 44 years"
"S2502_C01_012MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!35 to 44 years"
"S2502_C01_013E","Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!45 to 54 years"
"S2502_C01_013EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!45 to 54 years"
"S2502_C01_013M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!45 to 54 years"
"S2502_C01_013MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!45 to 54 years"
"S2502_C01_014E","Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!55 to 64 years"
"S2502_C01_014M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!55 to 64 years"
"S2502_C01_014MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!55 to 64 years"
"S2502_C01_014EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!55 to 64 years"
"S2502_C01_015E","Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!65 to 74 years"
"S2502_C01_015EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!65 to 74 years"
"S2502_C01_015M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!65 to 74 years"
"S2502_C01_015MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!65 to 74 years"
"S2502_C01_016E","Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!75 to 84 years"
"S2502_C01_016M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!75 to 84 years"
"S2502_C01_016MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!75 to 84 years"
"S2502_C01_016EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!75 to 84 years"
"S2502_C01_017E","Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!85 years and over"
"S2502_C01_017EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!AGE OF HOUSEHOLDER!!85 years and over"
"S2502_C01_017M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!85 years and over"
"S2502_C01_017MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!AGE OF HOUSEHOLDER!!85 years and over"
"S2502_C01_018E","Estimate!!Occupied housing units!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S2502_C01_018M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S2502_C01_018MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S2502_C01_018EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S2502_C01_019E","Estimate!!Occupied housing units!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S2502_C01_019EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S2502_C01_019M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S2502_C01_019MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S2502_C01_020E","Estimate!!Occupied housing units!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college or associate's degree"
"S2502_C01_020M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college or associate's degree"
"S2502_C01_020MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college or associate's degree"
"S2502_C01_020EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college or associate's degree"
"S2502_C01_021E","Estimate!!Occupied housing units!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S2502_C01_021EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S2502_C01_021M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S2502_C01_021MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S2502_C01_022E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2017 or later"
"S2502_C01_022M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2017 or later"
"S2502_C01_022MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2017 or later"
"S2502_C01_022EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2017 or later"
"S2502_C01_023E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2015 to 2016"
"S2502_C01_023EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2015 to 2016"
"S2502_C01_023M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2015 to 2016"
"S2502_C01_023MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2015 to 2016"
"S2502_C01_024E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2010 to 2014"
"S2502_C01_024M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2010 to 2014"
"S2502_C01_024MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2010 to 2014"
"S2502_C01_024EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2010 to 2014"
"S2502_C01_025E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2000 to 2009"
"S2502_C01_025M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2000 to 2009"
"S2502_C01_025MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2000 to 2009"
"S2502_C01_025EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 2000 to 2009"
"S2502_C01_026E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1990 to 1999"
"S2502_C01_026M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1990 to 1999"
"S2502_C01_026MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1990 to 1999"
"S2502_C01_026EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1990 to 1999"
"S2502_C01_027E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1989 or earlier"
"S2502_C01_027EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1989 or earlier"
"S2502_C01_027M","Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1989 or earlier"
"S2502_C01_027MA","Annotation of Margin of Error!!Occupied housing units MOE!!Occupied housing units!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Moved in 1989 or earlier"
"S2502_C02_001E","Estimate!!Percent occupied housing units!!Occupied housing units"
"S2502_C02_001EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units"
"S2502_C02_001M","Margin of Error!!Percent occupied housing units MOE!!Occupied housing units"
"S2502_C02_001MA","Annotation of Margin of Error!!Percent occupied housing units MOE!!Occupied housing units"
"S2502_C03_001E","Estimate!!Owner-occupied housing units!!Occupied housing units"
"S2502_C03_001EA","Annotation of Estimate!!Owner-occupied housing units!!Occupied housing units"
"S2502_C03_001M","Margin of Error!!Owner-occupied housing units MOE!!Occupied housing units"
"S2502_C03_001MA","Annotation of Margin of Error!!Owner-occupied housing units MOE!!Occupied housing units"
"S2502_C04_001E","Estimate!!Percent owner-occupied housing units!!Occupied housing units"
"S2502_C04_001EA","Annotation of Estimate!!Percent owner-occupied housing units!!Occupied housing units"
"S2502_C04_001M","Margin of Error!!Percent owner-occupied housing units MOE!!Occupied housing units"
"S2502_C04_001MA","Annotation of Margin of Error!!Percent owner-occupied housing units MOE!!Occupied housing units"
"S2502_C05_001E","Estimate!!Renter-occupied housing units!!Occupied housing units"
"S2502_C05_001EA","Annotation of Estimate!!Renter-occupied housing units!!Occupied housing units"
"S2502_C05_001M","Margin of Error!!Renter-occupied housing units MOE!!Occupied housing units"
"S2502_C05_001MA","Annotation of Margin of Error!!Renter-occupied housing units MOE!!Occupied housing units"
"S2502_C06_001E","Estimate!!Percent renter-occupied housing units!!Occupied housing units"
"S2502_C06_001EA","Annotation of Estimate!!Percent renter-occupied housing units!!Occupied housing units"
"S2502_C06_001M","Margin of Error!!Percent renter-occupied housing units MOE!!Occupied housing units"
"S2502_C06_001MA","Annotation of Margin of Error!!Percent renter-occupied housing units MOE!!Occupied housing units"
"S2502_C02_002E","Estimate!!Percent occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C02_002EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C02_002M","Margin of Error!!Percent occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C02_002MA","Annotation of Margin of Error!!Percent occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C03_002E","Estimate!!Owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C03_002M","Margin of Error!!Owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C03_002MA","Annotation of Margin of Error!!Owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C03_002EA","Annotation of Estimate!!Owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C04_002E","Estimate!!Percent owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C04_002EA","Annotation of Estimate!!Percent owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C04_002M","Margin of Error!!Percent owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C04_002MA","Annotation of Margin of Error!!Percent owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C05_002E","Estimate!!Renter-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C05_002EA","Annotation of Estimate!!Renter-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C05_002M","Margin of Error!!Renter-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C05_002MA","Annotation of Margin of Error!!Renter-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C06_002E","Estimate!!Percent renter-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C06_002M","Margin of Error!!Percent renter-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C06_002MA","Annotation of Margin of Error!!Percent renter-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C06_002EA","Annotation of Estimate!!Percent renter-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!White"
"S2502_C02_003E","Estimate!!Percent occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C02_003M","Margin of Error!!Percent occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C02_003MA","Annotation of Margin of Error!!Percent occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C02_003EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C03_003E","Estimate!!Owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C03_003M","Margin of Error!!Owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C03_003MA","Annotation of Margin of Error!!Owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C03_003EA","Annotation of Estimate!!Owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C04_003E","Estimate!!Percent owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C04_003M","Margin of Error!!Percent owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C04_003MA","Annotation of Margin of Error!!Percent owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C04_003EA","Annotation of Estimate!!Percent owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C05_003E","Estimate!!Renter-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C05_003M","Margin of Error!!Renter-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C05_003MA","Annotation of Margin of Error!!Renter-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C05_003EA","Annotation of Estimate!!Renter-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C06_003E","Estimate!!Percent renter-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C06_003EA","Annotation of Estimate!!Percent renter-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C06_003M","Margin of Error!!Percent renter-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C06_003MA","Annotation of Margin of Error!!Percent renter-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!Black or African American"
"S2502_C02_004E","Estimate!!Percent occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!American Indian and Alaska Native"
"S2502_C02_004M","Margin of Error!!Percent occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!American Indian and Alaska Native"
"S2502_C02_004MA","Annotation of Margin of Error!!Percent occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!American Indian and Alaska Native"
"S2502_C02_004EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!American Indian and Alaska Native"
"S2502_C03_004E","Estimate!!Owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!American Indian and Alaska Native"
"S2502_C03_004EA","Annotation of Estimate!!Owner-occupied housing units!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!American Indian and Alaska Native"
"S2502_C03_004M","Margin of Error!!Owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!American Indian and Alaska Native"
"S2502_C03_004MA","Annotation of Margin of Error!!Owner-occupied housing units MOE!!Occupied housing units!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!One race --!!American Indian and Alaska Native"
