"Column Name","Label"
"S2504_C01_009MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2020 or later"
"S2504_C01_010E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2010 to 2019"
"S2504_C01_010EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2010 to 2019"
"S2504_C01_010M","Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2010 to 2019"
"S2504_C01_010MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2010 to 2019"
"S2504_C01_011E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C01_011M","Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C01_011MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C01_011EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C01_012E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1980 to 1999"
"S2504_C01_012M","Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1980 to 1999"
"S2504_C01_012MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1980 to 1999"
"S2504_C01_012EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1980 to 1999"
"S2504_C01_013E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1960 to 1979"
"S2504_C01_013M","Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1960 to 1979"
"S2504_C01_013MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1960 to 1979"
"S2504_C01_013EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1960 to 1979"
"S2504_C01_014E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1940 to 1959"
"S2504_C01_014M","Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1940 to 1959"
"S2504_C01_014MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1940 to 1959"
"S2504_C01_014EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1940 to 1959"
"S2504_C01_015E","Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1939 or earlier"
"S2504_C01_015M","Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1939 or earlier"
"S2504_C01_015MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1939 or earlier"
"S2504_C01_015EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1939 or earlier"
"S2504_C01_016E","Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!1 room"
"S2504_C01_016EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!1 room"
"S2504_C01_016M","Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!1 room"
"S2504_C01_016MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!1 room"
"S2504_C01_017E","Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S2504_C01_017EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S2504_C01_017M","Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S2504_C01_017MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S2504_C01_018E","Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S2504_C01_018M","Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S2504_C01_018MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S2504_C01_018EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S2504_C01_019E","Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S2504_C01_019M","Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S2504_C01_019MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S2504_C01_019EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!6 or 7 rooms"
"S2504_C01_020E","Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!8 or more rooms"
"S2504_C01_020M","Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!8 or more rooms"
"S2504_C01_020MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!ROOMS!!8 or more rooms"
"S2504_C01_020EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!ROOMS!!8 or more rooms"
"S2504_C01_021E","Estimate!!Occupied housing units!!Occupied housing units!!BEDROOMS!!No bedroom"
"S2504_C01_021M","Margin of Error!!Occupied housing units!!Occupied housing units!!BEDROOMS!!No bedroom"
"S2504_C01_021MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!BEDROOMS!!No bedroom"
"S2504_C01_021EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!BEDROOMS!!No bedroom"
"S2504_C01_022E","Estimate!!Occupied housing units!!Occupied housing units!!BEDROOMS!!1 bedroom"
"S2504_C01_022EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!BEDROOMS!!1 bedroom"
"S2504_C01_022M","Margin of Error!!Occupied housing units!!Occupied housing units!!BEDROOMS!!1 bedroom"
"S2504_C01_022MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!BEDROOMS!!1 bedroom"
"S2504_C01_023E","Estimate!!Occupied housing units!!Occupied housing units!!BEDROOMS!!2 or 3 bedrooms"
"S2504_C01_023M","Margin of Error!!Occupied housing units!!Occupied housing units!!BEDROOMS!!2 or 3 bedrooms"
"S2504_C01_023MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!BEDROOMS!!2 or 3 bedrooms"
"S2504_C01_023EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!BEDROOMS!!2 or 3 bedrooms"
"S2504_C01_024E","Estimate!!Occupied housing units!!Occupied housing units!!BEDROOMS!!4 or more bedrooms"
"S2504_C01_024M","Margin of Error!!Occupied housing units!!Occupied housing units!!BEDROOMS!!4 or more bedrooms"
"S2504_C01_024MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!BEDROOMS!!4 or more bedrooms"
"S2504_C01_024EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!BEDROOMS!!4 or more bedrooms"
"S2504_C01_025E","Estimate!!Occupied housing units!!Occupied housing units!!COMPLETE FACILITIES!!With complete plumbing facilities"
"S2504_C01_025M","Margin of Error!!Occupied housing units!!Occupied housing units!!COMPLETE FACILITIES!!With complete plumbing facilities"
"S2504_C01_025MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!COMPLETE FACILITIES!!With complete plumbing facilities"
"S2504_C01_025EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!COMPLETE FACILITIES!!With complete plumbing facilities"
"S2504_C01_026E","Estimate!!Occupied housing units!!Occupied housing units!!COMPLETE FACILITIES!!With complete kitchen facilities"
"S2504_C01_026M","Margin of Error!!Occupied housing units!!Occupied housing units!!COMPLETE FACILITIES!!With complete kitchen facilities"
"S2504_C01_026MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!COMPLETE FACILITIES!!With complete kitchen facilities"
"S2504_C01_026EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!COMPLETE FACILITIES!!With complete kitchen facilities"
"S2504_C01_027E","Estimate!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!No vehicle available"
"S2504_C01_027M","Margin of Error!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!No vehicle available"
"S2504_C01_027MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!No vehicle available"
"S2504_C01_027EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!No vehicle available"
"S2504_C01_028E","Estimate!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!1 vehicle available"
"S2504_C01_028EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!1 vehicle available"
"S2504_C01_028M","Margin of Error!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!1 vehicle available"
"S2504_C01_028MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!1 vehicle available"
"S2504_C01_029E","Estimate!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!2 vehicles available"
"S2504_C01_029M","Margin of Error!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!2 vehicles available"
"S2504_C01_029MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!2 vehicles available"
"S2504_C01_029EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!2 vehicles available"
"S2504_C01_030E","Estimate!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S2504_C01_030M","Margin of Error!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S2504_C01_030MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S2504_C01_030EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!VEHICLES AVAILABLE!!3 or more vehicles available"
"S2504_C01_031E","Estimate!!Occupied housing units!!Occupied housing units!!TELEPHONE SERVICE AVAILABLE!!With telephone service"
"S2504_C01_031M","Margin of Error!!Occupied housing units!!Occupied housing units!!TELEPHONE SERVICE AVAILABLE!!With telephone service"
"S2504_C01_031MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!TELEPHONE SERVICE AVAILABLE!!With telephone service"
"S2504_C01_031EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!TELEPHONE SERVICE AVAILABLE!!With telephone service"
"S2504_C01_032E","Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Utility gas"
"S2504_C01_032M","Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Utility gas"
"S2504_C01_032MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Utility gas"
"S2504_C01_032EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Utility gas"
"S2504_C01_033E","Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas"
"S2504_C01_033M","Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas"
"S2504_C01_033MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas"
"S2504_C01_033EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas"
"S2504_C01_034E","Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Electricity"
"S2504_C01_034M","Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Electricity"
"S2504_C01_034MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Electricity"
"S2504_C01_034EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Electricity"
"S2504_C01_035E","Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc."
"S2504_C01_035M","Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc."
"S2504_C01_035MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc."
"S2504_C01_035EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc."
"S2504_C01_036E","Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Coal or coke"
"S2504_C01_036M","Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Coal or coke"
"S2504_C01_036MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Coal or coke"
"S2504_C01_036EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!Coal or coke"
"S2504_C01_037E","Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!All other fuels"
"S2504_C01_037M","Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!All other fuels"
"S2504_C01_037MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!All other fuels"
"S2504_C01_037EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!All other fuels"
"S2504_C01_038E","Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!No fuel used"
"S2504_C01_038M","Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!No fuel used"
"S2504_C01_038MA","Annotation of Margin of Error!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!No fuel used"
"S2504_C01_038EA","Annotation of Estimate!!Occupied housing units!!Occupied housing units!!HOUSE HEATING FUEL!!No fuel used"
"S2504_C02_001E","Estimate!!Percent occupied housing units!!Occupied housing units"
"S2504_C02_001M","Margin of Error!!Percent occupied housing units!!Occupied housing units"
"S2504_C02_001MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units"
"S2504_C02_001EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units"
"S2504_C02_002E","Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, detached"
"S2504_C02_002EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, detached"
"S2504_C02_002M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, detached"
"S2504_C02_002MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, detached"
"S2504_C02_003E","Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, attached"
"S2504_C02_003EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, attached"
"S2504_C02_003M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, attached"
"S2504_C02_003MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!1, attached"
"S2504_C02_004E","Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C02_004M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C02_004MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C02_004EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!2 apartments"
"S2504_C02_005E","Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C02_005M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C02_005MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C02_005EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!3 or 4 apartments"
"S2504_C02_006E","Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C02_006M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C02_006MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C02_006EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!5 to 9 apartments"
"S2504_C02_007E","Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C02_007EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C02_007M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C02_007MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!10 or more apartments"
"S2504_C02_008E","Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C02_008M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C02_008MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C02_008EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!UNITS IN STRUCTURE!!Mobile home or other type of housing"
"S2504_C02_009E","Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2020 or later"
"S2504_C02_009M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2020 or later"
"S2504_C02_009MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2020 or later"
"S2504_C02_009EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2020 or later"
"S2504_C02_010E","Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2010 to 2019"
"S2504_C02_010EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2010 to 2019"
"S2504_C02_010M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2010 to 2019"
"S2504_C02_010MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2010 to 2019"
"S2504_C02_011E","Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C02_011EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C02_011M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C02_011MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!2000 to 2009"
"S2504_C02_012E","Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1980 to 1999"
"S2504_C02_012M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1980 to 1999"
"S2504_C02_012MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1980 to 1999"
"S2504_C02_012EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1980 to 1999"
"S2504_C02_013E","Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1960 to 1979"
"S2504_C02_013M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1960 to 1979"
"S2504_C02_013MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1960 to 1979"
"S2504_C02_013EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1960 to 1979"
"S2504_C02_014E","Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1940 to 1959"
"S2504_C02_014M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1940 to 1959"
"S2504_C02_014MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1940 to 1959"
"S2504_C02_014EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1940 to 1959"
"S2504_C02_015E","Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1939 or earlier"
"S2504_C02_015M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1939 or earlier"
"S2504_C02_015MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1939 or earlier"
"S2504_C02_015EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!YEAR STRUCTURE BUILT!!1939 or earlier"
"S2504_C02_016E","Estimate!!Percent occupied housing units!!Occupied housing units!!ROOMS!!1 room"
"S2504_C02_016M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!ROOMS!!1 room"
"S2504_C02_016MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!ROOMS!!1 room"
"S2504_C02_016EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!ROOMS!!1 room"
"S2504_C02_017E","Estimate!!Percent occupied housing units!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S2504_C02_017M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S2504_C02_017MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S2504_C02_017EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!ROOMS!!2 or 3 rooms"
"S2504_C02_018E","Estimate!!Percent occupied housing units!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S2504_C02_018M","Margin of Error!!Percent occupied housing units!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S2504_C02_018MA","Annotation of Margin of Error!!Percent occupied housing units!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S2504_C02_018EA","Annotation of Estimate!!Percent occupied housing units!!Occupied housing units!!ROOMS!!4 or 5 rooms"
"S2504_C02_019E","Estimate!!Percent occupied housing units!!Occupied housing units!!ROOMS!!6 or 7 rooms"
